,Sentence,Output
350,"Several Ford F-150 trucks have been reported to experience sudden loss of power steering, making them difficult to control. Ford has initiated a recall to fix this issue by replacing the defective power steering components. Owners should contact Ford at 1-888-999-5678 for assistance. The recall announcement was made on August 15, 2020.","[{'Entity': 'Ford F-150 trucks', 'Label': 'Vehicle_model'}, {'Entity': 'sudden loss of power steering', 'Label': 'Failure_issue'}, {'Entity': 'power steering components', 'Label': 'Component'}, {'Entity': 'difficult to control', 'Label': 'Failure_issue'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'replace the defective power steering components', 'Label': 'Corrective_action'}, {'Entity': 'August 15, 2020', 'Label': 'Recall_date'}]"
351,"The brakes in certain Toyota Camry sedans have been found to malfunction, leading to potential accidents. Toyota is conducting a recall to replace the faulty brake system. Owners are advised to contact Toyota at 1-877-321-4567 for further instructions. The recall process commenced on May 20, 2019.","[{'Entity': 'brakes', 'Label': 'Component'}, {'Entity': 'malfunction', 'Label': 'Failure_issue'}, {'Entity': 'Toyota Camry sedans', 'Label': 'Vehicle_model'}, {'Entity': 'potential accidents', 'Label': 'Failure_issue'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'replace the faulty brake system', 'Label': 'Corrective_action'}, {'Entity': 'May 20, 2019', 'Label': 'Recall_date'}]"
352,"Certain Chevrolet Silverado trucks have been reported to have faulty transmission systems, resulting in gear shifting problems. Chevrolet has announced a recall to address these issues by replacing the defective transmission components. Owners can reach out to Chevrolet at 1-866-222-7890 for assistance. The recall started on November 10, 2018.","[{'Entity': 'Chevrolet Silverado trucks', 'Label': 'Vehicle_model'}, {'Entity': 'faulty transmission systems', 'Label': 'Failure_issue'}, {'Entity': 'gear shifting problems', 'Label': 'Failure_issue'}, {'Entity': 'transmission components', 'Label': 'Component'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'replace the defective transmission components', 'Label': 'Corrective_action'}, {'Entity': 'November 10, 2018', 'Label': 'Recall_date'}]"
353,"Reports indicate that certain BMW 3 Series vehicles are experiencing issues with the fuel pump, leading to engine stalling. BMW has announced a recall to address this concern by installing new fuel pump systems. Owners are urged to contact BMW at 1-855-333-4444 for further assistance. The recall was initiated on April 5, 2017.","[{'Entity': 'BMW 3 Series vehicles', 'Label': 'Vehicle_model'}, {'Entity': 'issues with the fuel pump', 'Label': 'Failure_issue'}, {'Entity': 'engine stalling', 'Label': 'Failure_issue'}, {'Entity': 'fuel pump systems', 'Label': 'Component'}, {'Entity': 'BMW', 'Label': 'Manufacturer'}, {'Entity': 'installing new fuel pump systems', 'Label': 'Corrective_action'}, {'Entity': 'April 5, 2017', 'Label': 'Recall_date'}]"
354,"A recent recall has been issued for certain Ford Mustang vehicles manufactured between 2015 and 2018. These vehicles are experiencing issues with the fuel pump assembly. The faulty fuel pump assembly can lead to fuel leakage, posing a risk of fire. Ford dealers will replace the fuel pump assembly free of charge. Owners are advised to contact Ford at 1-800-FORD-123 for more information. Recall date: June 10, 2020.","[{'Entity': 'Ford Mustang vehicles', 'Label': 'Vehicle_model'}, {'Entity': 'fuel pump assembly', 'Label': 'Component'}, {'Entity': 'fuel leakage', 'Label': 'Failure_issue'}, {'Entity': 'fire', 'Label': 'Failure_issue'}, {'Entity': 'dealers will replace the fuel pump assembly free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'June 10, 2020', 'Label': 'Recall_date'}]"
355,"Several Chevrolet Tahoe SUVs from the year 2019 are being recalled due to a potential defect in the brake system. The brake system issue can cause brake failure, increasing the risk of accidents. Chevrolet will conduct inspections and repair the faulty brake system components. Owners can contact Chevrolet at 1-888-CHEVY-US for assistance. Recall date: August 5, 2021.","[{'Entity': 'Chevrolet Tahoe SUVs', 'Label': 'Vehicle_model'}, {'Entity': 'brake system', 'Label': 'Component'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'accidents', 'Label': 'Failure_issue'}, {'Entity': 'conduct inspections and repair the faulty brake system components', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'August 5, 2021', 'Label': 'Recall_date'}]"
356,"Toyota Camry sedans produced in 2020 are facing issues with the steering column. The defective steering column can lead to loss of steering control, posing a safety risk. Toyota dealers will replace the faulty steering column components as part of the recall campaign. Owners should reach out to Toyota at 1-800-TOYOTA-123 for further instructions. Recall date: March 15, 2021.","[{'Entity': 'Toyota Camry sedans', 'Label': 'Vehicle_model'}, {'Entity': 'steering column', 'Label': 'Component'}, {'Entity': 'loss of steering control', 'Label': 'Failure_issue'}, {'Entity': 'safety risk', 'Label': 'Failure_issue'}, {'Entity': 'dealers will replace the faulty steering column components as part of the recall campaign', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'March 15, 2021', 'Label': 'Recall_date'}]"
357,"Honda Accord vehicles from 2017 are being recalled due to a defect in the airbag system. The faulty airbag system can cause airbag deployment issues, increasing the risk of injuries in case of a collision. Honda will provide free replacements for the defective airbag system components. Owners can reach Honda at 1-800-HONDA-456 for more details. Recall date: November 20, 2020.","[{'Entity': 'Honda Accord vehicles', 'Label': 'Vehicle_model'}, {'Entity': 'airbag system', 'Label': 'Component'}, {'Entity': 'airbag deployment issues', 'Label': 'Failure_issue'}, {'Entity': 'injuries in case of a collision', 'Label': 'Failure_issue'}, {'Entity': 'provide free replacements for the defective airbag system components', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'November 20, 2020', 'Label': 'Recall_date'}]"
358,"Volkswagen Jetta cars manufactured in 2018 are facing a safety recall related to the engine cooling system. The engine cooling system problem can lead to overheating and engine failure. Volkswagen will repair and replace the faulty cooling system components for affected vehicles. Owners are advised to contact Volkswagen at 1-800-VW-CARES for assistance. Recall date: May 30, 2021.","[{'Entity': 'Volkswagen Jetta cars', 'Label': 'Vehicle_model'}, {'Entity': 'engine cooling system', 'Label': 'Component'}, {'Entity': 'overheating and engine failure', 'Label': 'Failure_issue'}, {'Entity': 'repair and replace the faulty cooling system components for affected vehicles', 'Label': 'Corrective_action'}, {'Entity': 'Volkswagen', 'Label': 'Manufacturer'}, {'Entity': 'May 30, 2021', 'Label': 'Recall_date'}]"
359,"The engine of certain Ford Mustang GT models manufactured in 2015 may experience overheating issues, leading to a potential fire hazard. Ford dealers will replace the faulty cooling system components to prevent any further incidents. Owners can contact Ford at 1-800-392-3673 for more information. The recall process began on April 10, 2016.","[{'Entity': 'Ford Mustang GT', 'Label': 'Vehicle_model'}, {'Entity': 'cooling system components', 'Label': 'Component'}, {'Entity': 'overheating issues', 'Label': 'Failure_issue'}, {'Entity': 'fire hazard', 'Label': 'Failure_issue'}, {'Entity': 'dealers will replace the faulty cooling system components', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'April 10, 2016', 'Label': 'Recall_date'}]"
360,"Owners of 2018 Honda Accord sedans have reported issues with the transmission system, leading to unexpected gear shifts and loss of control. Honda is offering free inspections and will replace any faulty transmission components. For more information, contact Honda customer service at 1-888-946-6329. The recall process commenced on June 20, 2019.","[{'Entity': 'Honda Accord', 'Label': 'Vehicle_model'}, {'Entity': 'transmission system', 'Label': 'Component'}, {'Entity': 'unexpected gear shifts', 'Label': 'Failure_issue'}, {'Entity': 'loss of control', 'Label': 'Failure_issue'}, {'Entity': 'replace any faulty transmission components', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'June 20, 2019', 'Label': 'Recall_date'}]"
361,"Certain 2017 Toyota Camry models may exhibit brake failure issues due to a defective master cylinder, posing a risk of accidents. Toyota dealers will conduct inspections and replace the faulty brake components as necessary. Contact Toyota at 1-800-331-4331 for further assistance. The recall process started on March 5, 2018.","[{'Entity': 'Toyota Camry', 'Label': 'Vehicle_model'}, {'Entity': 'brake components', 'Label': 'Component'}, {'Entity': 'brake failure issues', 'Label': 'Failure_issue'}, {'Entity': 'defective master cylinder', 'Label': 'Failure_issue'}, {'Entity': 'conduct inspections and replace the faulty brake components', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'March 5, 2018', 'Label': 'Recall_date'}]"
362,"The 2016 Chevrolet Silverado 1500 trucks are being recalled due to potential steering system malfunctions, which could result in loss of control while driving. Chevrolet authorized service centers will rectify the issue by replacing the defective steering components. For inquiries, reach out to Chevrolet at 1-800-222-1020. The recall process was initiated on January 15, 2017.","[{'Entity': 'Chevrolet Silverado 1500', 'Label': 'Vehicle_model'}, {'Entity': 'steering components', 'Label': 'Component'}, {'Entity': 'steering system malfunctions', 'Label': 'Failure_issue'}, {'Entity': 'loss of control while driving', 'Label': 'Failure_issue'}, {'Entity': 'replace the defective steering components', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'January 15, 2017', 'Label': 'Recall_date'}]"
363,"A potential issue has been identified in the airbag system of the 2019 BMW X3 SUVs, leading to non-deployment during collisions. BMW service centers will inspect and replace the faulty airbag components to ensure safety. For assistance, contact BMW at 1-800-525-7417. The recall activity began on August 12, 2020.","[{'Entity': 'BMW X3', 'Label': 'Vehicle_model'}, {'Entity': 'airbag components', 'Label': 'Component'}, {'Entity': 'non-deployment during collisions', 'Label': 'Failure_issue'}, {'Entity': 'airbag system issue', 'Label': 'Failure_issue'}, {'Entity': 'inspect and replace the faulty airbag components', 'Label': 'Corrective_action'}, {'Entity': 'BMW', 'Label': 'Manufacturer'}, {'Entity': 'August 12, 2020', 'Label': 'Recall_date'}]"
364,"The engine in certain Ford F-150 trucks has been found to have a fault in the transmission system, causing unexpected gear shifts and loss of control during driving. Ford dealerships will replace the faulty transmission system to prevent potential accidents. Owners of affected vehicles have been notified and should contact Ford at 1-800-123-4567 for further assistance.","[{'Entity': 'Ford F-150 trucks', 'Label': 'Vehicle_model'}, {'Entity': 'transmission system', 'Label': 'Component'}, {'Entity': 'unexpected gear shifts', 'Label': 'Failure_issue'}, {'Entity': 'loss of control', 'Label': 'Failure_issue'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'replace the faulty transmission system', 'Label': 'Corrective_action'}, {'Entity': '1-800-123-4567', 'Label': 'Recall_date'}]"
365,"Several Tesla Model S electric cars have reported issues with the battery overheating, leading to potential fire hazards. Tesla service centers will conduct inspections and replace any faulty batteries to ensure customer safety. Owners are advised to contact Tesla customer service at 1-888-987-6543 for immediate assistance.","[{'Entity': 'Tesla Model S electric cars', 'Label': 'Vehicle_model'}, {'Entity': 'battery overheating', 'Label': 'Failure_issue'}, {'Entity': 'fire hazards', 'Label': 'Failure_issue'}, {'Entity': 'Tesla', 'Label': 'Manufacturer'}, {'Entity': 'conduct inspections and replace any faulty batteries', 'Label': 'Corrective_action'}, {'Entity': '1-888-987-6543', 'Label': 'Recall_date'}]"
366,"The suspension system in certain BMW X5 SUVs has been found to have defects in the control arms, resulting in unstable handling and potential accidents. BMW authorized service centers will replace the faulty control arms with upgraded parts to ensure driver safety. Owners can reach out to BMW customer support at 1-877-765-4321 for assistance.","[{'Entity': 'BMW X5 SUVs', 'Label': 'Vehicle_model'}, {'Entity': 'suspension system', 'Label': 'Component'}, {'Entity': 'control arms', 'Label': 'Component'}, {'Entity': 'unstable handling', 'Label': 'Failure_issue'}, {'Entity': 'potential accidents', 'Label': 'Failure_issue'}, {'Entity': 'BMW', 'Label': 'Manufacturer'}, {'Entity': 'replace the faulty control arms with upgraded parts', 'Label': 'Corrective_action'}, {'Entity': '1-877-765-4321', 'Label': 'Recall_date'}]"
367,"Certain Chevrolet Silverado pickup trucks have been identified with faulty brake systems, leading to brake failure and safety risks. Chevrolet dealerships will inspect and replace the defective brake components to prevent any potential accidents. Owners are urged to contact Chevrolet customer service at 1-866-543-2109 for immediate support.","[{'Entity': 'Chevrolet Silverado pickup trucks', 'Label': 'Vehicle_model'}, {'Entity': 'brake systems', 'Label': 'Component'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'safety risks', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'inspect and replace the defective brake components', 'Label': 'Corrective_action'}, {'Entity': '1-866-543-2109', 'Label': 'Recall_date'}]"
368,"Some Toyota Camry sedans are facing issues with faulty airbag inflators, which could lead to unexpected airbag deployments and injuries. Toyota service departments will conduct thorough inspections and replace the defective airbag inflators for customer safety. Owners can contact Toyota customer care at 1-855-321-0987 for immediate guidance.","[{'Entity': 'Toyota Camry sedans', 'Label': 'Vehicle_model'}, {'Entity': 'airbag inflators', 'Label': 'Component'}, {'Entity': 'unexpected airbag deployments', 'Label': 'Failure_issue'}, {'Entity': 'injuries', 'Label': 'Failure_issue'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'conduct thorough inspections and replace the defective airbag inflators', 'Label': 'Corrective_action'}, {'Entity': '1-855-321-0987', 'Label': 'Recall_date'}]"
